id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
27358688,"SOHO Oasis - Sunny, Quiet 2 Bedroom",21940136,Ben,Manhattan,Nolita,40.72191,-73.99592,Entire home/apt,300,3,52,2019-07-05,5.20,1,119
581542,Escape to our Great Beach Getaway,2861854,Jeanmarie,Queens,Arverne,40.59783,-73.80158,Entire home/apt,92,1,55,2017-06-01,0.66,1,8
1215627,Floating Cabin Houseboat Rockaway Surf's Up!,5720054,Ingrid,Queens,Arverne,40.59204,-73.78665,Entire home/apt,150,1,109,2019-06-22,1.49,1,358
1684053,Arverne By The Bay Private Room & Bathroom,762610,Christopher,Queens,Arverne,40.59684,-73.79449,Private room,35,2,201,2019-06-18,3.28,2,88
3852261,SUNNY ROOM FOR TWO @ ELEGANT HOME NEAR JFK,19866189,Natasha,Queens,Arverne,40.58835,-73.79565,Private room,149,1,91,2019-07-01,1.53,5,358
6044964,Beach Lovers Dream!,31204745,Monika,Queens,Arverne,40.58921,-73.79479,Entire home/apt,89,2,150,2019-06-11,3.00,1,268
6520350,The Kook House  - Rockaways BEST Summer House!!,4089529,Michael,Queens,Arverne,40.59399,-73.79693,Entire home/apt,300,1,67,2019-07-07,1.34,1,344
6585028,ROOFTOP TERRACE ROOM @ ELEGANT HOME NEAR JFK,19866189,Natasha,Queens,Arverne,40.58977,-73.79498,Private room,149,1,56,2019-07-06,1.14,5,361
7043746,2 block walk from the beach in NYC,36935244,Vladimir,Queens,Arverne,40.5927,-73.7899,Entire home/apt,250,2,89,2019-05-26,1.82,1,300
7894007,MyPlace2Beach,41619645,D.,Queens,Arverne,40.58875,-73.79109,Private room,200,2,70,2019-06-24,1.48,1,90
12205604,Caribbean Room - Inn Your Element,19866189,Natasha,Queens,Arverne,40.58859,-73.7938,Private room,95,1,31,2018-05-13,0.79,5,361
13657292,"Bright, Airy, Rockaway Beach House w/ Backyard",79341807,Tory,Queens,Arverne,40.59421,-73.80043,Entire home/apt,200,2,35,2019-07-06,0.95,1,4
13752815,"Bright, Spacious Home Near Beach & Subway",36234811,Anna,Queens,Arverne,40.59051,-73.79152,Private room,69,1,51,2019-06-11,1.40,4,152
13914735,Beautiful bedroom / in Beach home,82562435,Josephine,Queens,Arverne,40.59005,-73.79449,Private room,37,1,114,2019-06-04,3.18,2,305
16082923,Modern Bungalow Escape,29474145,Brent,Queens,Arverne,40.59098,-73.80081,Entire home/apt,100,2,48,2019-06-16,1.57,1,167
16244553,"Modern Private Studio for 2 in Arverne, Rockaway",106197923,Huilin,Queens,Arverne,40.58873,-73.79573,Entire home/apt,85,2,99,2019-06-22,3.15,1,56
16254609,"Sunny, Spacious House by the Beach",36234811,Anna,Queens,Arverne,40.59153,-73.79166,Entire home/apt,200,1,46,2019-06-16,1.65,4,152
18359426,Lovely room with a view.,82562435,Josephine,Queens,Arverne,40.58938,-73.79447,Private room,48,1,62,2019-04-12,2.35,2,3
18806323,"Seaside Nest
#SeasideNestNYC",130897041,Robert,Queens,Arverne,40.58934,-73.80055,Entire home/apt,250,2,48,2019-06-30,1.93,1,280
19660760,Sunny and Cozy Apartment by the Beach,30884023,Maggie,Queens,Arverne,40.59044,-73.79179,Entire home/apt,60,1,53,2019-06-30,2.20,1,0
20678858,"One B/R (1 Guest) Near Beach, A & air trains, JFK",139957134,Trudy,Queens,Arverne,40.59736,-73.80029,Private room,35,1,60,2019-06-25,2.73,3,348
20679072,"One B/R (1-2Gsts) near beach, JFK, A & Air trains",139957134,Trudy,Queens,Arverne,40.59754,-73.79949,Private room,50,1,53,2019-06-27,2.35,3,249
21979890,Beautiful beach house in NYC!,27272337,Peter,Queens,Arverne,40.58793,-73.79268,Entire home/apt,250,4,40,2019-06-24,2.16,1,183
25137887,Beach front Dublex near jfk,187383058,John,Queens,Arverne,40.58809,-73.79387,Entire home/apt,450,2,32,2019-07-07,2.35,2,315
26198481,Far Rockaway Home near the Beach,196903663,Mickey,Queens,Arverne,40.59633,-73.80083,Entire home/apt,50,2,58,2019-07-07,4.59,1,349
26554937,"Beach Street Loft -  Surf Rockaway Beach, NYC, JFK",10457300,Andre,Queens,Arverne,40.59427,-73.79729,Entire home/apt,140,1,36,2019-06-23,2.96,1,70
28179447,"A COZY COMFY ROOM NEAR THE BEACH,STORES AND JFK",212834813,Olayode,Queens,Arverne,40.59194,-73.8,Private room,50,1,44,2019-07-01,4.57,1,155
63360,Safe cute near subway& Manhattan NY NY retro style,307962,Dennis & Naoko,Queens,Astoria,40.75384,-73.91433,Entire home/apt,99,5,441,2019-06-24,4.50,1,226
74680,One Bedroom Mini studio - Free WIFI,265109,Nazleen,Queens,Astoria,40.77635,-73.93426,Entire home/apt,115,2,198,2019-05-31,2.01,1,257
94035,"Modern, Safe, Clean, Bright Room in Astoria for 2",35375,Savannah,Queens,Astoria,40.75961,-73.91117,Private room,80,1,42,2019-07-06,1.21,2,365
115748,1 BDRM Apt-Weekend Sublease,585166,Lilly,Queens,Astoria,40.76434,-73.92132,Entire home/apt,110,4,30,2019-06-16,0.32,1,363
151199,Astoria-Private Home NYC-,722320,Gladys & Bob,Queens,Astoria,40.75725,-73.91098,Entire home/apt,129,1,414,2019-07-03,4.34,1,245
531091,King size bedroom in 2 bed apartment,1787284,Dragan,Queens,Astoria,40.75532,-73.91603,Private room,109,30,304,2019-06-19,3.70,1,0
538590,cozy 2bedroomAPART 10min to MIDTOWN,2645592,De & Claudia,Queens,Astoria,40.75919,-73.91836,Entire home/apt,150,3,74,2019-05-15,0.87,2,365
645693,☆☆New Discount☆☆ Beautiful Room / Next to Subway,3233986,Daniel,Queens,Astoria,40.75703,-73.91666,Private room,61,4,107,2019-06-22,1.29,2,335
679769,Great Room in Astoria! Close to Everything!,3404680,James,Queens,Astoria,40.77329,-73.92832,Private room,100,2,35,2019-06-21,0.42,1,144
761835,Apto 2 bed $80 night per person,4015459,Joao Lucas,Queens,Astoria,40.76605,-73.92922,Private room,80,2,72,2019-06-30,0.89,1,364
894093,"Cozy room,only 2 blocks from subway,10min to City!",4644172,Sheena,Queens,Astoria,40.7686,-73.9201,Private room,47,1,71,2018-09-04,1.05,1,0
978386,"A GEM Garden Apt on Broadway & 42ST QUEENS, NY",5354308,Yiota,Queens,Astoria,40.75751,-73.91678,Entire home/apt,85,2,260,2019-07-03,3.44,1,254
978615,NICE ROOM IN ASTORIA NEAR MANHATTAN,5369117,Rosa,Queens,Astoria,40.76291,-73.91871,Private room,81,2,183,2019-06-15,2.45,2,326
987329,ROOM NEAR TIMES SQUARE MANHATTAN,5369117,Rosa,Queens,Astoria,40.76491,-73.9207,Private room,78,4,70,2019-06-12,1.64,2,348
1010785,Astoria awesome balcony apartment PARKING AVAILABL,3898812,Ahmed,Queens,Astoria,40.76295,-73.92652,Entire home/apt,130,1,58,2019-07-06,0.77,1,301
1016004,Clean and Cute Shared Room in Very Safe Area,5577926,Lou,Queens,Astoria,40.76777,-73.91109,Shared room,38,1,127,2019-06-23,1.67,4,55
1036498,☆☆New Discount☆☆ 10min to Manhattan,3233986,Daniel,Queens,Astoria,40.75537,-73.91648,Private room,46,4,70,2019-05-23,0.93,2,173
1077375,Private RM 15min from the Manhattan,5855145,Edward,Queens,Astoria,40.75959,-73.90835,Private room,70,1,136,2019-06-23,1.81,2,359
1300216,1 Bdrm Apt  2 blocks to subway 15 mins to Midtown,2135948,Giovanni,Queens,Astoria,40.76788,-73.92334,Entire home/apt,100,1,102,2019-07-03,1.73,1,33
1324087,Lovely 1-bedroom-heart of Astoria,6002245,Nicholas,Queens,Astoria,40.76062,-73.9175,Entire home/apt,80,70,44,2019-04-26,0.61,1,198
1427401,Fully furnished private apartment..,7676839,Gabor,Queens,Astoria,40.76781,-73.92684,Entire home/apt,70,20,75,2018-09-15,1.05,1,364
1598012,"Close to the city, Astoria",3360223,Rosemary,Queens,Astoria,40.76792,-73.92228,Private room,45,4,68,2019-01-01,0.96,1,0
1682958,Beautiful Cozy Room Great Price!,6194487,Rocio & James,Queens,Astoria,40.76359,-73.90586,Private room,79,1,274,2019-04-25,4.02,3,308
1687108,"Private, Clean and Comfortable NY",177712,Amara,Queens,Astoria,40.76394,-73.92022,Private room,70,7,34,2019-03-31,0.48,1,140
1733157,Private Family Home 2BR mins to Midtown Manhattan,9131167,Myrna And David,Queens,Astoria,40.76135,-73.91571,Private room,195,3,231,2019-06-30,3.51,1,304
1763209,"10mins to Manhattan, 59th St, 17mins Times Square.",9268156,DeLex,Queens,Astoria,40.76451,-73.92942,Private room,86,2,107,2018-11-01,1.58,1,0
1914590,Nice clean large Bedroom in Astoria,6194487,Rocio & James,Queens,Astoria,40.76425,-73.90489,Private room,79,1,108,2019-05-30,2.68,3,313
1937761,Modern & Quiet 2bdr Astoria - 2 blocks from Subway,3294551,Michelangelo,Queens,Astoria,40.7582,-73.91687,Entire home/apt,180,3,77,2019-06-11,1.35,1,254
1953928,Huge 2 Bedrooms NYC ,10100413,A,Queens,Astoria,40.76266,-73.91451,Entire home/apt,150,1,89,2019-01-20,1.32,1,148
2346416,Lovely private room close to Manhattan,11983859,Lauren,Queens,Astoria,40.76315,-73.92617,Private room,65,2,183,2019-06-10,2.82,1,146
2461540,Big BR 15 min away from Manhattan,12587147,Joao,Queens,Astoria,40.75799,-73.92006,Private room,75,7,186,2019-06-10,2.93,1,193
2727166,Cozy Room by Kaufman Studios,136352,Fotis,Queens,Astoria,40.7558,-73.92377,Private room,50,5,37,2019-04-22,0.59,1,313
2814076,Charming 1br apartment in Astoria,6364557,Fernando,Queens,Astoria,40.7576,-73.92698,Entire home/apt,130,4,45,2019-06-16,0.82,1,170
2830518,"Safe Clean Sunny, 15 min Manhattan",11363157,Delia,Queens,Astoria,40.76123,-73.92177,Private room,65,50,30,2015-11-15,0.48,1,198
2863530,APPARTEMENT 2 CHAMBRES ASTORIA NY,14636480,Ilda,Queens,Astoria,40.77182,-73.93129,Entire home/apt,130,4,56,2019-06-15,1.55,1,0
3176874,New 2 Bed.apt. 10 min to NYC! one block from train,16108973,Vlado & Sandra,Queens,Astoria,40.76068,-73.91359,Entire home/apt,119,2,217,2019-06-21,3.67,1,214
3369623,Astoria: full apartment,17000648,Michael,Queens,Astoria,40.7743,-73.92579,Entire home/apt,97,3,33,2016-01-02,0.65,1,0
3711039,Summer Porch: Taking Manhattan? Sleep in Astoria!,3007815,Alia,Queens,Astoria,40.76977,-73.91596,Shared room,45,2,38,2019-07-04,1.60,2,38
3760029,Charming studio for rent in Astoria,19250606,Sylvia,Queens,Astoria,40.75508,-73.91673,Entire home/apt,100,2,141,2019-07-02,2.43,1,216
3768977,"2 bedroom Duplex condo
+ yard 7 min to Manhattan",18953786,Ehsan,Queens,Astoria,40.76403,-73.92162,Entire home/apt,170,3,116,2019-06-13,1.96,2,355
4109420,"Accessible, large & stylish 2BR apt in Astoria!",19914713,Samantha,Queens,Astoria,40.76177,-73.91359,Entire home/apt,110,2,47,2019-07-07,0.81,2,0
4225569,Lovely Astoria Studio-close to NYC!,21929547,Orinda,Queens,Astoria,40.76273,-73.90579,Entire home/apt,96,1,196,2019-07-07,3.44,1,316
4270499,Cozy One Bedroom Apt - Astoria,22171095,George & Diana,Queens,Astoria,40.76369,-73.92291,Entire home/apt,125,2,112,2018-06-18,1.94,2,0
4566989,10 Minutes From Manhattan,23673285,Marisa,Queens,Astoria,40.76413,-73.92374,Entire home/apt,98,6,38,2019-06-02,0.67,1,306
4637053,Beautiful Astoria apt next to Mtan,24009463,Vadim,Queens,Astoria,40.76794,-73.93413,Entire home/apt,150,3,149,2019-07-06,2.71,2,133
4667046,Idy Safe Secure mins to Times Square 5*,24146326,Julien,Queens,Astoria,40.76638,-73.93236,Entire home/apt,195,3,86,2019-06-08,1.69,2,248
4705670,"Private, quiet spacious room with tons of sun!",24117644,Joshua,Queens,Astoria,40.75572,-73.92632,Private room,70,3,74,2019-06-26,1.38,2,285
4737392,"Luxurious bed in a clean, cozy home",24418383,Christopher,Queens,Astoria,40.75916,-73.91427,Private room,60,1,72,2018-10-16,1.30,1,364
4885595,1 bd apt in Astoria,25134822,Irena,Queens,Astoria,40.77029,-73.92493,Entire home/apt,99,1,38,2019-06-28,0.74,2,263
4987929,Near Subway -15 min to Manhattan,25715117,Lilia,Queens,Astoria,40.76357,-73.92829,Private room,100,5,46,2019-06-14,0.91,1,338
4993422,A Beautiful and Sunny Artist's Home,25744379,Sonia,Queens,Astoria,40.76958,-73.92223,Entire home/apt,72,3,36,2019-06-28,0.71,1,10
6627553,MODERN LOFT  3 STOPS TO MANHATTAN!!,16941743,Ernesto,Queens,Astoria,40.76482,-73.92514,Private room,40,2,36,2017-09-16,0.73,1,0
6812924,Charming 1BD- 10 min to Manhattan & Central Park,19109608,Elle,Queens,Astoria,40.76219,-73.91963,Entire home/apt,135,1,229,2019-06-16,4.65,3,89
6973292,Book Now & Save: Spend July in New York City!,5577926,Lou,Queens,Astoria,40.76583,-73.91086,Private room,59,1,108,2019-06-06,2.23,4,0
7133488,Private room in Astoria Broadway st,37188098,Ashraful,Queens,Astoria,40.75878,-73.92615,Private room,85,2,32,2016-07-02,0.67,2,177
7664789,Cozy room in the heart of Astoria/10 min Manhattan,433207,Maryann,Queens,Astoria,40.76205,-73.91379,Private room,45,1,190,2019-07-07,5.20,2,132
7727061,Bright Private room NYC Near train,25843005,Daljit,Queens,Astoria,40.75818,-73.92679,Private room,35,2,191,2019-06-30,4.00,3,24
7774182,Family House 7 Minutes To Manhattan,40895328,Beatriz & Will,Queens,Astoria,40.75743,-73.92366,Entire home/apt,289,2,176,2019-06-30,4.07,2,309
7887966,The City Farmhouse APT B **MONTHLY RENTALS**,119441,Angele,Queens,Astoria,40.75837,-73.91387,Entire home/apt,100,30,61,2019-03-28,1.39,3,224
8045552,"A Gem Studio Apartment 
Astoria,NYC",42488595,Tony,Queens,Astoria,40.76762,-73.90727,Entire home/apt,87,3,151,2019-06-17,3.32,1,210
8499719,"Huge Room, Safe Neighborhood,Near Manhattan",3501090,Sebastian & Andrea,Queens,Astoria,40.76404,-73.91174,Private room,75,4,86,2019-06-18,1.88,1,324
8507219,"NYC Room, NO Extra or Hidden Fees",20985328,​ Valéria,Queens,Astoria,40.76152,-73.92254,Private room,80,5,30,2018-11-05,0.66,2,249
8595036,Cozy room in the heart of Astoria,45232769,Nadir,Queens,Astoria,40.76685,-73.91762,Private room,69,2,62,2019-06-24,1.37,3,67
8622301,Astoria Full Basement Apartment,45354224,'Cil,Queens,Astoria,40.76914,-73.92118,Private room,120,2,240,2019-07-01,5.22,1,298
8646618,NYC suite w/ Bath & Balcony near LGA JFK Manhattan,10164435,Stella,Queens,Astoria,40.7571,-73.92792,Private room,77,1,254,2019-06-24,5.61,3,11
8844402,Cozy room in the Heart of Astoria,45232769,Nadir,Queens,Astoria,40.76628,-73.91761,Private room,75,2,94,2019-07-07,2.08,3,35
8952816,CHARMING  ROOM CLOSE TO MANHATTAN,45416627,Lolita,Queens,Astoria,40.76786,-73.92433,Private room,45,1,137,2019-06-16,3.06,9,283
8953200,CLASSIC BEDROOM CLOSE TO MANHATTAN,45416627,Lolita,Queens,Astoria,40.76783,-73.92316,Private room,55,1,143,2019-06-21,3.19,9,276
8953404,LARGE BEDROOM CLOSE TO MANHATTAN,45416627,Lolita,Queens,Astoria,40.76801,-73.92501,Private room,55,1,78,2019-06-20,1.78,9,311
8953625,"PRIVATE, CLEAN, ROOM CLOSE TO MANH",45416627,Lolita,Queens,Astoria,40.76832,-73.92346,Private room,48,1,150,2019-06-23,3.39,9,323
8954037,BIG NEW ROOM,45416627,Lolita,Queens,Astoria,40.76942,-73.92343,Private room,50,1,99,2019-05-20,2.21,9,341
9370370,Garden Apartment with patio,48618336,Yvonne,Queens,Astoria,40.76507,-73.90577,Entire home/apt,65,30,32,2017-09-23,0.72,1,67
9476397,Spacious room in the heart of Astoria!,40503875,Hebert,Queens,Astoria,40.75823,-73.90881,Private room,60,1,49,2019-02-04,1.13,2,0
9633323,EmpireStateView one bedroom apart,23312516,Vera,Queens,Astoria,40.75697,-73.91847,Entire home/apt,130,3,39,2019-06-30,0.89,1,331
9652591,Cozy comfort minutes to Manhattan!,22855974,Lauren + Reggie,Queens,Astoria,40.76561,-73.9248,Private room,89,2,53,2019-06-30,1.33,1,39
9652949,REALLY HUGE&COZY ROOM ASTORIA 10 MIN TO MANHATTAN,433207,Maryann,Queens,Astoria,40.76112,-73.9146,Private room,60,1,150,2019-06-17,3.75,2,179
9674142,1 bed in Chic Apt in Astoria NYC,49620552,Raul,Queens,Astoria,40.76768,-73.90986,Private room,59,1,156,2019-07-02,3.59,4,208
9858259,"Private guest studio in the heart of Astoria, NYC",50451849,Bianca,Queens,Astoria,40.76993,-73.91762,Entire home/apt,65,2,92,2019-07-03,2.19,1,12
9996946,Private Rm&Bthrm - 10 min Manhattan,19109608,Elle,Queens,Astoria,40.76273,-73.91642,Private room,95,2,55,2019-06-22,1.28,3,244
10176552,Astoria LIC 1 bdrm apt 30th ave,15312592,Andrea,Queens,Astoria,40.76722,-73.92203,Entire home/apt,135,3,44,2018-01-02,1.03,1,0
10270687,Family Home 2FL 7 Mins To Manhattan,40895328,Beatriz & Will,Queens,Astoria,40.75691,-73.92879,Entire home/apt,275,2,147,2019-07-05,3.43,2,325
10658613,NYC designer loft amazing City view,2645592,De & Claudia,Queens,Astoria,40.75666,-73.91449,Entire home/apt,130,3,50,2019-07-01,1.27,2,352
11010008,Private Spacious Room ~ Near Trains,57069872,Allison,Queens,Astoria,40.76101,-73.91573,Private room,70,3,65,2019-06-20,1.66,1,89
11315999,Summer in the City,5577926,Lou,Queens,Astoria,40.76821,-73.9125,Private room,60,1,72,2019-06-15,1.82,4,0
11437634,Modern 1-bdrm apt near Manhattan and Central Park,25194025,Tessa & Negra,Queens,Astoria,40.75579,-73.9148,Entire home/apt,90,2,101,2019-06-28,2.91,1,266
11714752,Safe+Artsy+Clean Haven Near Manhattan/LGA!,17156658,Native,Queens,Astoria,40.76207,-73.90852,Private room,45,5,50,2019-06-28,1.27,1,145
12681868,NYC deluxe room 15 min to Manhattan,68907781,Dafni,Queens,Astoria,40.77008,-73.92878,Private room,58,2,67,2019-06-24,1.76,3,20
12738346,Lightfull and Quiet apartment 15 min to Manhattan.,69274944,Dimitris,Queens,Astoria,40.76421,-73.92138,Entire home/apt,190,3,32,2019-06-09,0.85,1,53
12990502,Cute small room in Astoria,2736755,Marian,Queens,Astoria,40.77091,-73.91875,Private room,40,2,36,2019-06-24,0.96,2,0
13063023,Cozy room in Astoria,1924750,Jasmina,Queens,Astoria,40.76437,-73.91304,Private room,36,2,37,2019-06-24,1.03,2,228
13169181,LARGE BEDROOM AND PRIVATE BATHROOM ..ASTORIA!,5430458,Christian,Queens,Astoria,40.76672,-73.92769,Private room,95,4,45,2019-07-04,1.19,1,93
13186007,Renovated garden studio in New York,2084322,Quinlan & Barbara,Queens,Astoria,40.76832,-73.9346,Entire home/apt,99,3,94,2019-05-27,2.52,1,1
13375898,"PERFECT LOCATION, 15 MINUTES TO MANHATTAN",75981937,Cem,Queens,Astoria,40.76002,-73.92252,Private room,48,1,47,2019-06-22,1.27,2,71
13388649,Spacious Private Home - 20m to Manhattan,1544804,Michelle,Queens,Astoria,40.76406,-73.90769,Entire home/apt,99,1,185,2019-06-19,5.28,1,211
13603364,Spacious room in Astoria,1924750,Jasmina,Queens,Astoria,40.76376,-73.91438,Private room,40,2,50,2019-05-31,1.63,2,179
13675413,Inspired by you - Astoria Enclave w/ Large Rooms,79579355,Jay And Katt,Queens,Astoria,40.76985,-73.92481,Entire home/apt,205,3,50,2019-07-03,1.41,1,324
13821190,"Private room in Astoria, NY",81430151,Liliana,Queens,Astoria,40.75528,-73.91628,Private room,55,2,41,2019-06-02,1.19,1,278
13859196,Cozy Room In the Heart of Astoria,28003040,Adrian,Queens,Astoria,40.76249,-73.91176,Private room,30,2,56,2017-10-01,1.57,1,0
13911835,Peaceful Private Space in Astoria,17927023,Rob,Queens,Astoria,40.76963,-73.93041,Entire home/apt,115,2,64,2019-07-01,1.77,1,89
13997552,Modern 2-bedroom apartment near subway and parks,44502437,Negra,Queens,Astoria,40.75687,-73.91597,Entire home/apt,135,2,135,2019-07-06,3.80,1,168
14070967,Chic pied-a-terre w/ terrace -15mins to Manhattan,84515464,Stephen,Queens,Astoria,40.7671,-73.91261,Entire home/apt,150,3,64,2019-07-07,1.84,1,264
14322869,Charming Private Astoria Apt. 15 Min To Manhattan!,2370635,Aimee,Queens,Astoria,40.75868,-73.92615,Entire home/apt,122,2,128,2019-06-15,3.65,1,255
14341397,One bedroom apartment,87835557,Kostas,Queens,Astoria,40.76623,-73.90911,Entire home/apt,99,2,154,2019-06-30,4.38,1,283
14982260,Newly renovated 1-bm apt with a wooden deck.,10162189,Adrian,Queens,Astoria,40.76802,-73.91815,Entire home/apt,180,4,45,2019-06-30,1.32,1,351
15126686,Guest bedroom off of 30th ave,95886123,Melissa,Queens,Astoria,40.7656,-73.92293,Private room,90,1,43,2019-05-26,1.28,2,331
15204218,CLEAN Room w/PRVT BATH_NearSubway_3 StopsToManhatn,24201188,Monika,Queens,Astoria,40.7591,-73.91525,Private room,75,4,87,2019-06-27,2.61,2,57
15301517,Clean and Sunny room near Midtown Manhattan,25843005,Daljit,Queens,Astoria,40.75786,-73.92808,Private room,49,2,108,2019-06-30,3.20,3,20
15374777,Large room 5mins to NYC/Fridge/900Mb Internet,30384194,Patricio,Queens,Astoria,40.75771,-73.91385,Private room,99,3,47,2018-09-14,1.41,2,176
15632470,"Cozy Bedroom in Astoria, 17 min from Times Square",84841205,Yorgos,Queens,Astoria,40.76227,-73.92316,Private room,55,4,104,2019-07-02,3.29,1,53
15834067,Charming 1BD Astoria Penthouse,100781220,Allison,Queens,Astoria,40.75732,-73.92019,Entire home/apt,110,2,67,2019-06-24,2.13,1,191
15855156,Cozy room in the heart of Astoria,40503875,Hebert,Queens,Astoria,40.75927,-73.9092,Private room,55,1,94,2019-04-16,2.91,2,0
15862199,Clean Apartment in A Warm Home,102811343,AGood,Queens,Astoria,40.77204,-73.93344,Entire home/apt,100,1,131,2019-07-02,4.12,1,8
15940328,"Free parking, quiet, 5 stops on N/W  to Manhattan",78619120,Dominique,Queens,Astoria,40.77145,-73.93008,Entire home/apt,100,4,78,2019-07-07,2.74,1,201
16099007,Comfortable room and very clean!,104885443,Maiko,Queens,Astoria,40.76819,-73.92755,Private room,85,2,57,2019-06-22,1.86,2,306
16224408,Private one bedroom in Astoria (Halletts Point),1354727,Courtney,Queens,Astoria,40.77499,-73.93565,Private room,75,1,50,2019-06-18,1.59,2,61
17097898,Private room 5 mins to Manhattan 2 blocks to train,51459559,Rossana,Queens,Astoria,40.75902,-73.9154,Private room,47,4,39,2019-05-10,1.50,2,292
17347938,Large Modern 3-bdrm Duplex Apt near Manhattan,108982711,Diana,Queens,Astoria,40.75651,-73.91485,Entire home/apt,180,2,70,2019-07-01,2.64,1,175
17417489,Huge  Bedroom in Astoria for One (1) Professional,49117269,Varos,Queens,Astoria,40.75851,-73.92555,Private room,110,4,40,2019-07-05,1.41,2,47
17513491,11 Minutes to Manhattan,971418,Jamiel,Queens,Astoria,40.76101,-73.92464,Entire home/apt,75,1,73,2019-06-23,2.75,1,273
17682843,"Astoria close to JFK,Laguardia airport, Manhattan",117195769,Simone,Queens,Astoria,40.76505,-73.90918,Private room,80,1,161,2019-07-02,5.74,3,365
17731335,Private room in cozy Astoria apartment,120906593,Yoko,Queens,Astoria,40.76121,-73.92341,Private room,60,2,40,2019-06-23,1.46,1,67
17817203,Room rent for close to Manhattan,121802962,Sandra,Queens,Astoria,40.77411,-73.92731,Private room,53,5,47,2019-06-23,1.76,1,5
18022545,MONTHLY PRICE AND GREAT LOCATION - ASTORIA,40549648,Luiza,Queens,Astoria,40.75729,-73.91591,Private room,75,22,37,2019-06-01,1.35,2,69
18566623,Spacious 1 bedroom. Best water pressure in NYC!,128899126,Anthony,Queens,Astoria,40.76132,-73.92477,Entire home/apt,99,2,68,2019-07-01,2.69,1,0
18858761,Private Entrance Astoria Five min walk to subway,131392140,Vik,Queens,Astoria,40.77407,-73.92262,Entire home/apt,125,2,49,2019-03-17,1.99,5,86
18876580,Private Bedroom in Lovely Astoria Home,131530387,Kerith,Queens,Astoria,40.75704,-73.92135,Private room,60,1,129,2019-07-03,5.11,1,95
18994965,Thee Bohemian BNB Astoria,132486597,Matt,Queens,Astoria,40.77126,-73.92088,Private room,60,1,54,2019-06-16,2.21,1,73
19197983,Beautiful Apartment with Manhattan view.,14249332,Joseph,Queens,Astoria,40.77705,-73.93443,Private room,69,1,68,2019-06-22,2.72,1,51
19273509,Astoria home 2 living rooms/ 1 bedroom/1 bath,4969033,Bella,Queens,Astoria,40.76634,-73.90872,Entire home/apt,90,3,30,2018-08-29,1.24,1,0
20054438,Bright Bedroom,142486709,Antonia,Queens,Astoria,40.75815,-73.91143,Private room,80,3,35,2019-06-08,1.50,1,154
20057317,Cozy well decorated/located studio in Astoria,60370951,Emanuella,Queens,Astoria,40.77297,-73.92253,Entire home/apt,110,2,33,2019-06-20,1.49,2,305
20166475,"Large, quiet, sunny room: close to Manhattan & LGA",30442701,Nick & Nadia,Queens,Astoria,40.7651,-73.91304,Private room,49,3,36,2018-06-21,1.55,1,0
20825876,Lo Studio/15 min central park/wifi+ street parking,116839989,Ez,Queens,Astoria,40.76064,-73.92481,Entire home/apt,95,30,48,2019-06-23,2.97,5,217
20933293,Cozy Moroccan 1BR APT in the heart of Astoria,150489232,Rhita,Queens,Astoria,40.76759,-73.92463,Private room,50,1,142,2019-06-21,6.44,1,115
21110709,Smart 3BR in Trendy Astoria - 8 min to N/W Subway,59959974,Russell,Queens,Astoria,40.7726,-73.92298,Entire home/apt,180,4,41,2019-07-05,2.22,1,120
21384768,"Nice room, close to everything NY has to offer",154629695,Diana,Queens,Astoria,40.75807,-73.90977,Private room,60,1,66,2019-06-22,3.29,1,19
21422721,Large private room 7 min to LGA 15min to Manhattan,153524812,James,Queens,Astoria,40.76818,-73.92613,Private room,65,1,114,2019-06-30,5.46,1,319
21540496,Stylish 1 BD - 10 min to Manhattan & Central Park,156587568,Anna,Queens,Astoria,40.76129,-73.92009,Entire home/apt,123,1,56,2019-06-14,2.73,1,126
21565383,"Private bedroom 10 min to LGA, 15 min to Manhattan",153410151,Tom,Queens,Astoria,40.7674,-73.92656,Private room,69,1,129,2019-07-07,6.29,1,349
21609424,"Cozy private room Astoria 10min to LGA, Manhattan",153836844,Tony,Queens,Astoria,40.76818,-73.9278,Private room,40,1,134,2019-07-07,6.64,1,343
21677335,Comfy Crash Pad - 25 mins to Manhattan,28290772,Anushua,Queens,Astoria,40.76848,-73.90768,Private room,43,2,42,2019-06-14,2.09,2,340
22050355,Home Sweet Home in Astoria,125011763,Peter,Queens,Astoria,40.76106,-73.9078,Entire home/apt,95,1,64,2019-06-22,3.43,2,96
22173762,Newly renovated 3 BEDROOM in Astoria woodside NY,123136283,Niki,Queens,Astoria,40.76403,-73.90612,Entire home/apt,280,2,69,2019-06-27,3.68,1,307
22228935,Private Room in Nice Apt. Close to Manhattan. WIFI,80561485,Gabriela,Queens,Astoria,40.77418,-73.93545,Private room,50,1,62,2019-06-18,3.36,2,7
22230702,(☆☆☆☆☆) New ultra-modern 1 bedroom apartment,129165729,Cindy,Queens,Astoria,40.76234,-73.91991,Entire home/apt,150,1,75,2019-06-30,4.38,1,317
22346131,MODERN HAVEN IN CITY,156187884,Mairo,Queens,Astoria,40.75596,-73.92798,Entire home/apt,135,2,44,2019-06-20,2.37,1,83
